Time,P1
2021-06-01 03:00:00,24.857142857142858
2021-06-01 04:00:00,195.45454545454547
2021-06-01 05:00:00,1206.6666666666667
2021-06-01 06:00:00,3213.4285714285716
2021-06-01 07:00:00,5320.714285714285
2021-06-01 08:00:00,6805.714285714285
2021-06-01 09:00:00,7777.941176470588
2021-06-01 10:00:00,8171.666666666667
2021-06-01 11:00:00,8187.1875
2021-06-01 12:00:00,7875.833333333333
2021-06-01 13:00:00,7158.333333333333
2021-06-01 14:00:00,6304.090909090909
